"assemblage","sequencing_depth","Method","expected_asvs","timepoint","hydro_group","samples","total_reads","observed_asvs_pooled"
"D07__Hydrolysate",324000,"Rarefaction",145.970875971769,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",325000,"Rarefaction",145.971402988848,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",326000,"Rarefaction",145.97192076454,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",327000,"Rarefaction",145.972429457099,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",328000,"Rarefaction",145.972929222114,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",329000,"Rarefaction",145.973420212518,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",330000,"Rarefaction",145.973902578666,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",331000,"Rarefaction",145.974376468363,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",332000,"Rarefaction",145.974842026901,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",333000,"Rarefaction",145.975299397121,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",334000,"Rarefaction",145.975748719437,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",335000,"Rarefaction",145.97619013189,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",336000,"Rarefaction",145.976623770174,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",337000,"Rarefaction",145.977049767707,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",338000,"Rarefaction",145.977468255622,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",339000,"Rarefaction",145.977879362853,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",340000,"Rarefaction",145.978283216142,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",341000,"Rarefaction",145.978679940083,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",342000,"Rarefaction",145.979069657177,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",343000,"Rarefaction",145.979452487835,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",344000,"Rarefaction",145.979828550443,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",345000,"Rarefaction",145.980197961377,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",346000,"Rarefaction",145.980560835049,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",347000,"Rarefaction",145.980917283932,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",348000,"Rarefaction",145.981267418604,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",349000,"Rarefaction",145.981611347759,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",350000,"Rarefaction",145.981949178271,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",351000,"Rarefaction",145.982281015188,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",352000,"Rarefaction",145.982606961795,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",353000,"Rarefaction",145.982927119625,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",354000,"Rarefaction",145.983241588497,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",355000,"Rarefaction",145.983550466527,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",356000,"Rarefaction",145.983853850196,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",357000,"Rarefaction",145.984151834336,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",358000,"Rarefaction",145.984444512175,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",359000,"Rarefaction",145.984731975374,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",360000,"Rarefaction",145.985014314034,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",361000,"Rarefaction",145.985291616736,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",362000,"Rarefaction",145.985563970562,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",363000,"Rarefaction",145.985831461118,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",364000,"Rarefaction",145.986094172565,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",365000,"Rarefaction",145.986352187637,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",366000,"Rarefaction",145.986605587667,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",367000,"Rarefaction",145.986854452614,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",368000,"Rarefaction",145.987098861079,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",369000,"Rarefaction",145.987338890338,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",370000,"Rarefaction",145.987574616356,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",371000,"Rarefaction",145.987806113804,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",372000,"Rarefaction",145.9880334561,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",373000,"Rarefaction",145.988256715413,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",374000,"Rarefaction",145.988475962684,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",375000,"Rarefaction",145.988691267661,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",376000,"Rarefaction",145.988902698899,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",377000,"Rarefaction",145.989110323802,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",378000,"Rarefaction",145.989314208622,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",379000,"Rarefaction",145.989514418494,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",380000,"Rarefaction",145.989711017443,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",381000,"Rarefaction",145.989904068405,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",382000,"Rarefaction",145.990093633259,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",383000,"Rarefaction",145.990279772824,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",384000,"Rarefaction",145.990462546883,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",385000,"Rarefaction",145.990642014217,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",386000,"Rarefaction",145.990818232597,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",387000,"Rarefaction",145.990991258816,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",388000,"Rarefaction",145.991161148703,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",389000,"Rarefaction",145.991327957135,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",390000,"Rarefaction",145.991491738059,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",391000,"Rarefaction",145.991652544497,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",392000,"Rarefaction",145.991810428581,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",393000,"Rarefaction",145.991965441546,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",394000,"Rarefaction",145.992117633755,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",395000,"Rarefaction",145.992267054719,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",396000,"Rarefaction",145.9924137531,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",397000,"Rarefaction",145.992557776735,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",398000,"Rarefaction",145.99269917264,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",399000,"Rarefaction",145.992837987035,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",4e+05,"Rarefaction",145.992974265348,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",401000,"Rarefaction",145.993108052233,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",402000,"Rarefaction",145.993239391583,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",403000,"Rarefaction",145.993368326537,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",404000,"Rarefaction",145.993494899501,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",405000,"Rarefaction",145.993619152159,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",406000,"Rarefaction",145.993741125474,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",407000,"Rarefaction",145.993860859717,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",408000,"Rarefaction",145.993978394464,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",409000,"Rarefaction",145.994093768616,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",410000,"Rarefaction",145.99420702041,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",411000,"Rarefaction",145.994318187425,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",412000,"Rarefaction",145.994427306598,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",413000,"Rarefaction",145.994534414231,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",414000,"Rarefaction",145.994639546006,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",415000,"Rarefaction",145.994742736991,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",416000,"Rarefaction",145.994844021652,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",417000,"Rarefaction",145.994943433865,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",418000,"Rarefaction",145.995041006924,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",419000,"Rarefaction",145.995136773549,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",420000,"Rarefaction",145.995230765897,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",421000,"Rarefaction",145.995323015577,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",422000,"Rarefaction",145.995413553648,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",423000,"Rarefaction",145.995502410636,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",424000,"Rarefaction",145.995589616544,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",425000,"Rarefaction",145.995675200856,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",426000,"Rarefaction",145.995759192548,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",427000,"Rarefaction",145.995841620096,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",428000,"Rarefaction",145.995922511485,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",429000,"Rarefaction",145.996001894218,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",430000,"Rarefaction",145.996079795319,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",431000,"Rarefaction",145.996156241351,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",432000,"Rarefaction",145.996231258413,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",433000,"Rarefaction",145.996304872155,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",434000,"Rarefaction",145.996377107782,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",435000,"Rarefaction",145.996447990063,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",436000,"Rarefaction",145.996517543339,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",437000,"Rarefaction",145.996585791528,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",438000,"Rarefaction",145.996652758132,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",439000,"Rarefaction",145.996718466247,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",440000,"Rarefaction",145.99678293857,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",441000,"Rarefaction",145.996846197399,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",442000,"Rarefaction",145.996908264649,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",443000,"Rarefaction",145.996969161851,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",444000,"Rarefaction",145.997028910163,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",445000,"Rarefaction",145.997087530375,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",446000,"Rarefaction",145.997145042912,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",447000,"Rarefaction",145.997201467848,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",448000,"Rarefaction",145.997256824904,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",449000,"Rarefaction",145.997311133457,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",450000,"Rarefaction",145.997364412546,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",451000,"Rarefaction",145.997416680878,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",452000,"Rarefaction",145.997467956834,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",453000,"Rarefaction",145.997518258471,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",454000,"Rarefaction",145.997567603532,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",455000,"Rarefaction",145.99761600945,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",456000,"Rarefaction",145.997663493351,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",457000,"Rarefaction",145.997710072063,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",458000,"Rarefaction",145.997755762116,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",459000,"Rarefaction",145.997800579752,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",460000,"Rarefaction",145.997844540928,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",461000,"Rarefaction",145.99788766132,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",462000,"Rarefaction",145.997929956328,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",463000,"Rarefaction",145.997971441082,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",464000,"Rarefaction",145.998012130447,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",465000,"Rarefaction",145.998052039022,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",466000,"Rarefaction",145.998091181154,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",467000,"Rarefaction",145.998129570932,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",468000,"Rarefaction",145.998167222201,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",469000,"Rarefaction",145.998204148559,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",470000,"Rarefaction",145.998240363363,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",471000,"Rarefaction",145.998275879737,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",472000,"Rarefaction",145.99831071057,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",473000,"Rarefaction",145.998344868525,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",474000,"Rarefaction",145.998378366038,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",475000,"Rarefaction",145.998411215326,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",476000,"Rarefaction",145.998443428391,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",477000,"Rarefaction",145.99847501702,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",478000,"Rarefaction",145.998505992791,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",479000,"Rarefaction",145.998536367077,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",480000,"Rarefaction",145.998566151048,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",481000,"Rarefaction",145.998595355674,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",482000,"Rarefaction",145.998623991733,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",483000,"Rarefaction",145.998652069809,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",484000,"Rarefaction",145.998679600296,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",485000,"Rarefaction",145.998706593405,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",486000,"Rarefaction",145.998733059162,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",487000,"Rarefaction",145.998759007418,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",488000,"Rarefaction",145.998784447843,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",489000,"Rarefaction",145.998809389937,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",490000,"Rarefaction",145.998833843029,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",491000,"Rarefaction",145.998857816281,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",492000,"Rarefaction",145.998881318691,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",493000,"Rarefaction",145.998904359094,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",494000,"Rarefaction",145.998926946168,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",495000,"Rarefaction",145.998949088436,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",496000,"Rarefaction",145.998970794265,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",497000,"Rarefaction",145.998992071872,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",498000,"Rarefaction",145.999012929328,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",499000,"Rarefaction",145.999033374557,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",5e+05,"Rarefaction",145.99905341534,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",501000,"Rarefaction",145.999073059317,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",502000,"Rarefaction",145.999092313993,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",503000,"Rarefaction",145.999111186734,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",504000,"Rarefaction",145.999129684773,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",505000,"Rarefaction",145.999147815215,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",506000,"Rarefaction",145.999165585033,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",507000,"Rarefaction",145.999183001075,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",508000,"Rarefaction",145.999200070065,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",509000,"Rarefaction",145.999216798603,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",510000,"Rarefaction",145.999233193172,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",511000,"Rarefaction",145.999249260136,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",512000,"Rarefaction",145.999265005741,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",513000,"Rarefaction",145.999280436122,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",514000,"Rarefaction",145.999295557301,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",515000,"Rarefaction",145.999310375191,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",516000,"Rarefaction",145.999324895595,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",517000,"Rarefaction",145.999339124212,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",518000,"Rarefaction",145.999353066636,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",519000,"Rarefaction",145.999366728358,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",520000,"Rarefaction",145.999380114769,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",521000,"Rarefaction",145.999393231163,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",522000,"Rarefaction",145.999406082733,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",523000,"Rarefaction",145.99941867458,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",524000,"Rarefaction",145.999431011709,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",525000,"Rarefaction",145.999443099035,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",526000,"Rarefaction",145.999454941381,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",527000,"Rarefaction",145.999466543481,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",528000,"Rarefaction",145.999477909984,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",529000,"Rarefaction",145.99948904545,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",530000,"Rarefaction",145.999499954356,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",531000,"Rarefaction",145.999510641099,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",532000,"Rarefaction",145.99952110999,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",533000,"Rarefaction",145.999531365263,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",534000,"Rarefaction",145.999541411073,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",535000,"Rarefaction",145.999551251498,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",536000,"Rarefaction",145.999560890541,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",537000,"Rarefaction",145.999570332128,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",538000,"Rarefaction",145.999579580116,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",539000,"Rarefaction",145.999588638287,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",540000,"Rarefaction",145.999597510353,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",541000,"Rarefaction",145.999606199959,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",542000,"Rarefaction",145.99961471068,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",543000,"Rarefaction",145.999623046024,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",544000,"Rarefaction",145.999631209434,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",545000,"Rarefaction",145.99963920429,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",546000,"Rarefaction",145.999647033907,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",547000,"Rarefaction",145.999654701538,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",548000,"Rarefaction",145.999662210375,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",549000,"Rarefaction",145.999669563552,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",550000,"Rarefaction",145.99967676414,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",551000,"Rarefaction",145.999683815157,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",552000,"Rarefaction",145.999690719561,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",553000,"Rarefaction",145.999697480256,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",554000,"Rarefaction",145.99970410009,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",555000,"Rarefaction",145.999710581857,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",556000,"Rarefaction",145.999716928301,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",557000,"Rarefaction",145.99972314211,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",558000,"Rarefaction",145.999729225924,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",559000,"Rarefaction",145.999735182333,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",560000,"Rarefaction",145.999741013876,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",561000,"Rarefaction",145.999746723045,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",562000,"Rarefaction",145.999752312286,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",563000,"Rarefaction",145.999757783996,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",564000,"Rarefaction",145.999763140527,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",565000,"Rarefaction",145.999768384188,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",566000,"Rarefaction",145.999773517242,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",567000,"Rarefaction",145.99977854191,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",568000,"Rarefaction",145.99978346037,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",569000,"Rarefaction",145.999788274758,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",570000,"Rarefaction",145.99979298717,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",571000,"Rarefaction",145.999797599661,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",572000,"Rarefaction",145.999802114248,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",573000,"Rarefaction",145.999806532907,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",574000,"Rarefaction",145.999810857579,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",575000,"Rarefaction",145.999815090165,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",576000,"Rarefaction",145.999819232532,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",577000,"Rarefaction",145.999823286507,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",578000,"Rarefaction",145.999827253886,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",579000,"Rarefaction",145.999831136429,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",580000,"Rarefaction",145.999834935861,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",581000,"Rarefaction",145.999838653874,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",582000,"Rarefaction",145.999842292129,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",583000,"Rarefaction",145.999845852251,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",584000,"Rarefaction",145.999849335838,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",585000,"Rarefaction",145.999852744454,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",586000,"Rarefaction",145.999856079634,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",587000,"Rarefaction",145.999859342882,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",588000,"Rarefaction",145.999862535674,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",589000,"Rarefaction",145.999865659455,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",590000,"Rarefaction",145.999868715646,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",591000,"Rarefaction",145.999871705635,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",592000,"Rarefaction",145.999874630787,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",593000,"Rarefaction",145.999877492439,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",594000,"Rarefaction",145.999880291901,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",595000,"Rarefaction",145.999883030457,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",596000,"Rarefaction",145.999885709369,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",597000,"Rarefaction",145.99988832987,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",598000,"Rarefaction",145.999890893172,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",599000,"Rarefaction",145.999893400461,"D07","Hydrolysate",30,1407523,146
"D07__Hydrolysate",6e+05,"Rarefaction",145.999895852901,"D07","Hydrolysate",30,1407523,146
"D30__Ctrl",0,"Rarefaction",0,"D30","Ctrl",15,858230,49
"D30__Ctrl",1000,"Rarefaction",25.8184989148346,"D30","Ctrl",15,858230,49
