"sample_id","sample_id_clean","sample_type","include_qc","include_biological_analysis","diet_code","diet_label","hydrolysate_percent","fishmeal_percent","timepoint_day","tank","fish","group","forward_raw","reverse_raw","forward_symlink","reverse_symlink","treatment","treatment_label","timepoint_label","pairs_processed","pairs_written","reads.out","merged","nonchim","raw_to_nonchim_pct","timepoint","hydro_group","diet_label_short","diet_time","final_reads"
"Y2.3t90","BL15_D90_Tk2_F03","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,2,3,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.3t90/Y2.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.3t90/Y2.3t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.3t90/Y2.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.3t90/Y2.3t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",63367,63367,57845,57575,54299,85.6897123108243,"D90","Hydrolysate","Hydrolysate_15","BL15_D90",54199
"Y2.4t30","BL15_D30_Tk2_F04","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,2,4,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t30/Y2.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t30/Y2.4t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t30/Y2.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t30/Y2.4t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",77397,77397,69935,69656,61433,79.3738775404732,"D30","Hydrolysate","Hydrolysate_15","BL15_D30",61214
"Y2.4t7","BL15_D07_Tk2_F04","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,2,4,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t7/Y2.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t7/Y2.4t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t7/Y2.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t7/Y2.4t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",65042,65042,60745,59357,57655,88.6427231634944,"D07","Hydrolysate","Hydrolysate_15","BL15_D07",48993
"Y2.4t90","BL15_D90_Tk2_F04","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,2,4,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t90/Y2.4t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.4t90/Y2.4t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t90/Y2.4t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.4t90/Y2.4t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",69179,69179,63056,62777,62173,89.872649214357,"D90","Hydrolysate","Hydrolysate_15","BL15_D90",62031
"Y2.5t30","BL15_D30_Tk2_F05","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,2,5,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t30/Y2.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t30/Y2.5t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t30/Y2.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t30/Y2.5t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",71995,71995,61548,61472,59687,82.9043683589138,"D30","Hydrolysate","Hydrolysate_15","BL15_D30",59680
"Y2.5t7","BL15_D07_Tk2_F05","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,2,5,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t7/Y2.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t7/Y2.5t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t7/Y2.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t7/Y2.5t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",62618,62618,57262,57145,55725,88.9919831358395,"D07","Hydrolysate","Hydrolysate_15","BL15_D07",55673
"Y2.5t90","BL15_D90_Tk2_F05","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,2,5,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t90/Y2.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y2.5t90/Y2.5t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t90/Y2.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y2.5t90/Y2.5t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",62601,62601,57614,56582,52457,83.7957860098082,"D90","Hydrolysate","Hydrolysate_15","BL15_D90",50780
"Y3.1t30","BL15_D30_Tk3_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,3,1,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t30/Y3.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t30/Y3.1t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t30/Y3.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t30/Y3.1t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",73076,73076,66086,65304,48603,66.5102085500027,"D30","Hydrolysate","Hydrolysate_15","BL15_D30",48357
"Y3.1t7","BL15_D07_Tk3_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,3,1,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t7/Y3.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t7/Y3.1t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t7/Y3.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t7/Y3.1t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",64861,64861,60297,57805,57583,88.779081420268,"D07","Hydrolysate","Hydrolysate_15","BL15_D07",57050
"Y3.1t90","BL15_D90_Tk3_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,3,1,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t90/Y3.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.1t90/Y3.1t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t90/Y3.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.1t90/Y3.1t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",66711,66711,61439,61402,61393,92.0283011797155,"D90","Hydrolysate","Hydrolysate_15","BL15_D90",61344
"Y3.2t30","BL15_D30_Tk3_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,3,2,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t30/Y3.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t30/Y3.2t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t30/Y3.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t30/Y3.2t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",62486,62486,56882,56761,55868,89.4088275773773,"D30","Hydrolysate","Hydrolysate_15","BL15_D30",55557
"Y3.2t7","BL15_D07_Tk3_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,3,2,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t7/Y3.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t7/Y3.2t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t7/Y3.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t7/Y3.2t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",78800,78800,74167,73476,71002,90.1040609137056,"D07","Hydrolysate","Hydrolysate_15","BL15_D07",59929
"Y3.2t90","BL15_D90_Tk3_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,3,2,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t90/Y3.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.2t90/Y3.2t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t90/Y3.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.2t90/Y3.2t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",66727,66727,60919,60846,60822,91.1505087895455,"D90","Hydrolysate","Hydrolysate_15","BL15_D90",60764
"Y3.3t30","BL15_D30_Tk3_F03","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,3,3,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t30/Y3.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t30/Y3.3t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t30/Y3.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t30/Y3.3t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",66736,66736,61410,59539,57810,86.6249100935028,"D30","Hydrolysate","Hydrolysate_15","BL15_D30",46565
"Y3.3t7","BL15_D07_Tk3_F03","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,3,3,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t7/Y3.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t7/Y3.3t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t7/Y3.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t7/Y3.3t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",64727,64727,58181,57873,56770,87.7068302254083,"D07","Hydrolysate","Hydrolysate_15","BL15_D07",56575
"Y3.3t90","BL15_D90_Tk3_F03","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,3,3,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t90/Y3.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.3t90/Y3.3t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t90/Y3.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.3t90/Y3.3t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",64145,64145,59151,59090,57303,89.3335411957284,"D90","Hydrolysate","Hydrolysate_15","BL15_D90",57278
"Y3.4t30","BL15_D30_Tk3_F04","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,3,4,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t30/Y3.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t30/Y3.4t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t30/Y3.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t30/Y3.4t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",63363,63363,57892,57701,54952,86.7256916497009,"D30","Hydrolysate","Hydrolysate_15","BL15_D30",54265
"Y3.4t7","BL15_D07_Tk3_F04","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,3,4,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t7/Y3.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t7/Y3.4t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t7/Y3.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t7/Y3.4t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",64954,64954,59284,59038,58719,90.4008990978231,"D07","Hydrolysate","Hydrolysate_15","BL15_D07",58103
"Y3.4t90","BL15_D90_Tk3_F04","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,3,4,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t90/Y3.4t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.4t90/Y3.4t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t90/Y3.4t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.4t90/Y3.4t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",65469,65469,59834,59694,59691,91.1744489758512,"D90","Hydrolysate","Hydrolysate_15","BL15_D90",59652
"Y3.5t30","BL15_D30_Tk3_F05","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,3,5,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t30/Y3.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t30/Y3.5t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t30/Y3.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t30/Y3.5t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",65217,65217,59293,59237,54429,83.4583007498045,"D30","Hydrolysate","Hydrolysate_15","BL15_D30",54352
"Y3.5t7","BL15_D07_Tk3_F05","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,3,5,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t7/Y3.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t7/Y3.5t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t7/Y3.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t7/Y3.5t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",79328,79328,73204,71886,70259,88.5677188382412,"D07","Hydrolysate","Hydrolysate_15","BL15_D07",59779
"Y3.5t90","BL15_D90_Tk3_F05","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,3,5,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t90/Y3.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y3.5t90/Y3.5t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t90/Y3.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y3.5t90/Y3.5t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",66095,66095,60572,60485,58794,88.9537786519404,"D90","Hydrolysate","Hydrolysate_15","BL15_D90",58784
"Z1.1t30","BL30_D30_Tk1_F01","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,30,1,1,"BL30_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t30/Z1.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t30/Z1.1t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t30/Z1.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t30/Z1.1t30.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D30",72440,72440,66229,65929,47500,65.5715074544451,"D30","Hydrolysate","Hydrolysate_30","BL30_D30",47481
"Z1.1t7","BL30_D07_Tk1_F01","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,7,1,1,"BL30_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t7/Z1.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t7/Z1.1t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t7/Z1.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t7/Z1.1t7.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D07",64747,64747,59323,58638,56550,87.3399539747015,"D07","Hydrolysate","Hydrolysate_30","BL30_D07",50835
"Z1.1t90","BL30_D90_Tk1_F01","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,90,1,1,"BL30_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t90/Z1.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.1t90/Z1.1t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t90/Z1.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.1t90/Z1.1t90.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D90",64893,64893,59935,59864,58954,90.8480113417472,"D90","Hydrolysate","Hydrolysate_30","BL30_D90",58948
"Z1.2t30","BL30_D30_Tk1_F02","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,30,1,2,"BL30_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t30/Z1.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t30/Z1.2t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t30/Z1.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t30/Z1.2t30.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D30",79921,79921,71797,71607,64993,81.3215550355977,"D30","Hydrolysate","Hydrolysate_30","BL30_D30",64867
"Z1.2t7","BL30_D07_Tk1_F02","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,7,1,2,"BL30_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t7/Z1.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t7/Z1.2t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t7/Z1.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t7/Z1.2t7.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D07",64607,64607,59761,58731,51747,80.0950361415946,"D07","Hydrolysate","Hydrolysate_30","BL30_D07",32588
"Z1.2t90","BL30_D90_Tk1_F02","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,90,1,2,"BL30_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t90/Z1.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.2t90/Z1.2t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t90/Z1.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.2t90/Z1.2t90.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D90",64338,64338,57398,57368,57368,89.1665889520967,"D90","Hydrolysate","Hydrolysate_30","BL30_D90",57315
"Z1.3t30","BL30_D30_Tk1_F03","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,30,1,3,"BL30_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t30/Z1.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t30/Z1.3t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t30/Z1.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t30/Z1.3t30.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D30",62088,62088,56409,56255,51157,82.394343512434,"D30","Hydrolysate","Hydrolysate_30","BL30_D30",50790
"Z1.3t7","BL30_D07_Tk1_F03","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,7,1,3,"BL30_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t7/Z1.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t7/Z1.3t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t7/Z1.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t7/Z1.3t7.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D07",68442,68442,61359,61318,60788,88.8168083925075,"D07","Hydrolysate","Hydrolysate_30","BL30_D07",60634
"Z1.3t90","BL30_D90_Tk1_F03","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,90,1,3,"BL30_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t90/Z1.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.3t90/Z1.3t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t90/Z1.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.3t90/Z1.3t90.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D90",63616,63616,58209,58183,58176,91.4486921529175,"D90","Hydrolysate","Hydrolysate_30","BL30_D90",58061
"Z1.4t30","BL30_D30_Tk1_F04","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,30,1,4,"BL30_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.4t30/Z1.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.4t30/Z1.4t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.4t30/Z1.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.4t30/Z1.4t30.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D30",64809,64809,59789,59267,45234,69.795861685877,"D30","Hydrolysate","Hydrolysate_30","BL30_D30",45159
"Z1.4t7","BL30_D07_Tk1_F04","Intestine","yes","yes","BL30","blue_whiting_hydrolysate_30",30,0,7,1,4,"BL30_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.4t7/Z1.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Z1.4t7/Z1.4t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.4t7/Z1.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Z1.4t7/Z1.4t7.raw_2.fastq.gz","BL30","blue_whiting_hydrolysate_30","D07",65483,65483,59680,59424,56791,86.7263259166501,"D07","Hydrolysate","Hydrolysate_30","BL30_D07",56055
